,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in
211, Vauxhall Zafira Tourer 1.4 i VVT 16v Turbo SRi 5dr     ,"£4,995",2014,MPV,"99,638",1.4L,138BHP,Manual,Petrol
212, Land Rover Freelander 2 2.2 TD4 GS 4X4 5dr     ,"£5,495",2009,SUV,"107,200",2.2L,158BHP,Automatic,Diesel
213, Honda Cr-V 2.0 i-VTEC ES 5dr     ,"£5,495",2010,SUV,"96,000",2.0L,148BHP,Manual,Petrol
214, Mercedes-Benz C Class 2.2 5dr     ,"£5,995",2011,Saloon,"67,000",2.1L,3,owners,Full
215, Suzuki SX4 1.6 SZ5 4x4 5dr     ,"£6,795",2014,Hatchback,"23,998",1.6L,118BHP,Manual,Petrol
216, Mercedes-Benz SLK 2.1 SLK250 CDI BlueEFFICIENCY AMG Sport …     ,"£8,995",2013,Convertible,"119,000",2.1L,204BHP,Automatic,Diesel
217, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£27,995",2015,SUV,"64,250",3.0L,288BHP,Automatic,Diesel
218, Suzuki Grand Vitara 1.6 VVT+ 3dr     ,"£3,550",2008,SUV,"34,757",1.6L,104BHP,Manual,Petrol
219, Nissan Qashqai 1.5 dCi N-Vision 5dr (18in Alloys)     ,"£11,495",2017,SUV,"47,136",1.5L,114BHP,Manual,Diesel
221, Audi A3 1.2 TFSI 110 SE 5dr Bluetooth     ,"£7,349",2015,Hatchback,"73,989",1.2L,108BHP,Manual,Petrol
222, SKODA Superb 2.0 TDI SE L Executive DSG 4WD (s/s) 5dr     ,"£20,990",2019,Estate,"17,350",2.0L,190PS,Automatic,Diesel
223, Volkswagen Caddy Life 1.6 TDI C20 Life 4dr     ,"£9,500",2013,MPV,"24,000",1.6L,101BHP,Manual,Diesel
224, Subaru Forester 2.0 D XC 5dr     ,"£3,950",2010,SUV,"114,000",2.0L,146BHP,Manual,Diesel
225, Fiat 500 1.2 by Gucci 3dr     ,"£5,999",2012,Hatchback,"40,000",1.2L,69BHP,Manual,Petrol
226, Honda Jazz 1.4 i-VTEC EXL-T 5dr (leather)     ,"£5,990",2015,Hatchback,"56,000",1.4L,98BHP,Manual,Petrol
227, TVR Chimaera 4.0 2dr     ,"£15,000",1997,Convertible,"55,000",4.0L,240BHP,Manual,Petrol
228, Peugeot 207 SW 1.6 VTi Allure 5dr     ,"£3,495",2011,Estate,"66,250",1.6L,120BHP,Manual,Petrol
229, Peugeot 3008 1.6 HDi FAP Active 5dr     ,"£4,995",2013,SUV,"59,995",1.6L,115BHP,Manual,Diesel
230, Ford C-Max 1.0 T EcoBoost Zetec (s/s) 5dr     ,"£5,795",2013,MPV,"59,446",1.0L,123BHP,Manual,Petrol
231, Suzuki Celerio 1.0 SZ2 5dr     ,"£5,995",2018,Hatchback,"8,762",1.0L,68PS,Manual,Petrol
232, Ford Fiesta TITANIUM 1.5TDCI 5dr     ,"£7,495",2016,Hatchback,"53,300",1.5L,74BHP,Manual,Diesel
234, MINI Paceman 1.6 Cooper D 3dr Bluetooth     ,"£7,849",2013,SUV,"49,904",1.6L,112BHP,Manual,Diesel
235, Mitsubishi Shogun 3.2 DI-DC Elegance LWB SUV 5dr     ,"£7,495",2008,SUV,"95,554",3.2L,168BHP,Automatic,Diesel
236, Citroen DS5 2.0 HDi DSport 5dr     ,"£8,995",2014,Hatchback,"41,576",2.0L,160BHP,Automatic,Diesel
237, Audi A3 1.6 TDI SE Sportback S Tronic 5dr     ,"£9,995",2014,Hatchback,"46,930",1.6L,108BHP,Automatic,Diesel
238, Mitsubishi ASX 1.6 3 5dr     ,"£10,750",2017,SUV,"29,558",1.6L,117PS,Manual,Petrol
239, Mitsubishi ASX 1.6 3 5dr     ,"£10,750",2017,SUV,"32,589",1.6L,117PS,Manual,Petrol
240, Mitsubishi ASX 1.6 3 5dr     ,"£10,995",2017,SUV,"20,735",1.6L,117PS,Manual,Petrol
241, Hyundai Santa Fe 2.2 CRDi Premium 4WD 5dr (5 seats)     ,"£13,995",2014,SUV,"40,216",2.2L,194BHP,Automatic,Diesel
242, Mitsubishi ASX 1.6 Juro SUV 5dr Petrol (117 ps)     ,"£14,995",2018,SUV,"5,867",1.6L,117PS,Manual,Petrol
243, Mitsubishi Eclipse Cross 1.5T 2 (s/s) 5dr     ,"£16,995",2019,SUV,500,1.5L,163PS,Manual,Petrol
244, Mitsubishi ASX 1.6 Black 5dr     ,"£16,995",2019,SUV,500,1.6L,117PS,Manual,Petrol
245, SKODA Octavia 1.6 TDI SE Technology 5dr     ,"£11,000",2017,Estate,"53,949",1.6L,109BHP,Manual,Diesel
247, Vauxhall Insignia 2.0 CDTi [170] ecoFLEX SRi Vx-line Nav 5dr …     ,"£8,650",2016,Hatchback,"52,284",2.0L,168BHP,Manual,Diesel
248, Toyota Hilux 3.0 D-4D Invincible Double Cab Pickup 4dr     ,"£14,400",2015,Pickup,"85,648",3.0L,171BHP,Manual,Diesel
249, Ford Capri 2.0 S Fastback 3dr     ,"£8,400",1982,Hatchback,"87,000",2.0L,99BHP,Manual,Petrol
250, Isuzu D-Max 1.9 TD Eiger Double Cab Pickup 4WD EU6 4dr     ,"£19,194",2018,Pickup,"5,768",1.9L,163PS,Manual,Diesel
251, Ford Fiesta 1.0 T EcoBoost Zetec S (s/s) 3dr     ,"£6,600",2016,Hatchback,"49,118",1.0L,138BHP,Manual,Petrol
252, Ford Focus 2.5 RS 3dr     ,"£19,500",2010,Hatchback,"48,863",2.5L,301BHP,Manual,Petrol
253, Volkswagen Golf 2.0 TDI BlueMotion Tech Alltrack DSG 4MOTION …     ,"£12,495",2015,Estate,"62,000",2.0L,181BHP,Automatic,Diesel
254, Audi A4 2.0 TDI Black Edition Plus quattro 4dr     ,"£15,995",2015,Saloon,"38,800",2.0L,175BHP,Manual,Diesel
255, Volvo S60 2.0 T SE 4dr     ,£750,2003,Saloon,"126,000",2.0L,180BHP,Manual,Petrol
256, Volkswagen Passat 2.0 TDI BlueMotion Tech S DSG (s/s) 4dr     ,"£10,750",2016,Saloon,"45,000",2.0L,150PS,Automatic,Diesel
257, Ford Transit Custom 2.2 TDCi 290 Limited Double Cab-in-Van L1 …     ,"£23,994",2016,Combi,Van,miles,2.2L,150BHP,Manual
258, Peugeot 2008 1.6 BlueHDi GT Line (s/s) 5dr     ,"£10,895",2017,SUV,"36,864",1.6L,120PS,Manual,Diesel
259, Vauxhall Corsa 1.4 [75] ecoFLEX Sting 3dr     ,"£6,000",2016,Hatchback,"14,200",1.4L,75PS,Manual,Petrol
261, MINI Hatchback 1.6 Cooper S 3dr     ,"£2,995",2002,Hatchback,"99,000",1.6L,163BHP,Manual,Petrol
262, Mazda MX-5 1.8 Roadster 2dr     ,"£4,795",2008,Coupe,"59,000",1.8L,124BHP,Manual,Petrol
263, MINI Cabriolet 1.6 D Cooper     ,"£6,295",2013,Convertible,"55,000",1.6L,112BHP,Manual,Diesel
264, Fiat 500 1.2 Start-Stop ByGucci 3dr     ,"£6,595",2011,Hatchback,"28,000",1.2L,69BHP,Manual,Petrol
265, Renault Megane 2.0 TCe 180 GT 2dr     ,"£6,795",2010,Convertible,"56,000",2.0L,180BHP,Manual,Petrol
266, Alfa Romeo Giulietta 2.0 JDTM-2 175 TCT Auto Start-Stop QV …     ,"£9,495",2015,Hatchback,"45,000",2.0L,175BHP,Automatic,Diesel
267, Jeep Renegade 2.0 MultijetII Night Eagle 140 4WD Start-Stop 5dr     ,"£11,995",2016,SUV,"44,000",2.0L,140PS,Manual,Diesel
268, BMW 4 SERIES 2.0 420i Step Auto Start-Stop 420 SE 2dr     ,"£15,395",2015,Convertible,"26,000",2.0L,184BHP,Automatic,Petrol
269, Jeep Wrangler 2.8 CRD 198 Auto 70th Anniversary Edition 2dr     ,"£19,995",2011,SUV,"51,000",2.8L,200PS,Automatic,Diesel
270, BMW 4 Series 2.0 420d M Sport 2dr     ,"£13,270",2016,Coupe,"59,000",2.0L,190BHP,Manual,Diesel
273, Hyundai I40 tourer 1.7 CRDi SE Nav Auto 5dr     ,"£11,749",2016,Estate,"21,849",1.7L,141PS,Automatic,Diesel
274, Toyota RAV4 2.2 D-4D XT-R 4WD 5dr     ,"£4,950",2011,SUV,"109,983",2.2L,150BHP,Manual,Diesel
275, MINI Countryman 1.6 Cooper S (Chili) 5dr     ,"£6,250",2010,SUV,"96,672",1.6L,190BHP,Manual,Petrol
276, Audi A3 1.4 TFSI CoD Sport Sportback S Tronic 5dr     ,"£11,100",2014,Hatchback,"42,000",1.4L,148BHP,Automatic,Petrol
277, Nissan Qashqai 1.5 dCi n-tec+ 5dr     ,"£11,500",2015,SUV,"12,000",1.5L,114BHP,Manual,Diesel
278, Mercedes-Benz A Class 1.5 A180 CDI Sport 7G-DCT 5dr     ,"£12,000",2015,Hatchback,"41,949",1.5L,108BHP,Automatic,Diesel
279, Land Rover Range Rover 4.4 TD V8 Vogue 5dr     ,"£13,699",2011,SUV,"79,000",4.4L,308BHP,Automatic,Diesel
280, Mercedes-Benz C Class 2.1 C300h AMG Line (Premium) G-Tronic+ …     ,"£17,500",2016,Saloon,"85,098",2.1L,231PS,Automatic,Hybrid
281, Honda Cr-V 2.2 i-CDTi ES 5dr     ,"£2,500",2007,SUV,"112,000",2.2L,138BHP,Manual,Diesel
282, MINI Hatch 1.6 Cooper Graphite 3dr     ,"£2,995",2009,Hatchback,"70,970",1.6L,120BHP,Manual,Petrol
283, BMW 3 Series 2.0 318i SE 2dr     ,"£6,195",2012,Coupe,"64,945",2.0L,143BHP,Manual,Petrol
284, Porsche Boxster 3.4 981 S PDK (s/s) 2dr     ,"£27,990",2012,Convertible,"55,000",3.4L,315PS,Automatic,Petrol
286, MINI Hatch 1.5 Cooper D 3dr Leather Seats     ,"£8,849",2015,Hatchback,"38,081",1.5L,116PS,Manual,Diesel
287, Isuzu D-Max 1.9 Workman+ Double Cab 4x4     ,"£22,794",2019,Pickup,10,1.9L,164PS,Manual,Diesel
288, Isuzu D-Max 1.9 Eiger Double Cab 4x4 Auto     ,"£23,394",2020,Pickup,500,1.9L,164PS,Automatic,Diesel
289, Mitsubishi L200 Double Cab DI-D 178 Barbarian 4WD 2.5     ,"£23,994",2018,Pickup,"11,383",2.4L,180PS,Manual,Diesel
291, Mazda MX-5 2.0 Sport 2dr     ,"£4,950",2007,Convertible,"25,800",2.0L,158BHP,Manual,Petrol
292, Ford Focus 2.5 RS 3dr     ,"£23,500",2010,Hatchback,"36,737",2.5L,301BHP,Manual,Petrol
293, Vauxhall Insignia 1.8 i VVT 16v Exclusiv Nav 5dr     ,"£1,749",2010,Hatchback,"85,500",1.8L,138BHP,Manual,Petrol
294, Volkswagen Passat 2.0 TDI BlueMotion Tech SE Business (s/s) 5dr     ,"£6,995",2015,Estate,"106,000",2.0L,150PS,Manual,Diesel
295," Volvo S60 D3 SE Lux Nav, Winter Pack, Rear Parking Camera, …     ","£13,950",2017,Saloon,"21,734",2.0L,150PS,Manual,Diesel
296," Volvo V40 CC D2 Cross Country Pro, Winter Pack, Sat Nav 2.0 5dr     ","£13,950",2017,Hatchback,"13,256",2.0L,120PS,Manual,Diesel
299, Fiat 500 0.9 TwinAir S 3dr Alloy Wheels     ,"£6,149",2015,Hatchback,"32,822",0.9L,85BHP,Manual,Petrol
300, Vauxhall Insignia 1.6 CDTi ecoFLEX Elite Nav Sport Tourer …     ,"£9,995",2015,Estate,"48,000",1.6L,134BHP,Manual,Diesel
301, SEAT Leon 1.6 TDI SE (Tech Pack) SportCoupe DSG (s/s) 3dr     ,"£10,295",2016,Hatchback,"22,000",1.6L,108BHP,Automatic,Diesel
302, Nissan X-Trail 2.0 dCi Tekna 5dr     ,"£10,495",2010,SUV,"39,000",2.0L,170BHP,Manual,Diesel
303, Suzuki SX4 S-Cross 1.6 DDiS SZ5 ALLGRIP 5dr     ,"£10,895",2015,SUV,"25,000",1.6L,118BHP,Manual,Diesel
304, BMW X6 3.0 30d xDrive 5dr     ,"£10,995",2009,SUV,3.0L,Automatic,Diesel,2,owners
305, Ford Kuga 2.0 TDCi Titanium 5dr     ,"£10,995",2014,SUV,"33,000",2.0L,138BHP,Manual,Diesel
306, Volkswagen Golf 2.0 TDI GT 5dr     ,"£10,995",2013,Estate,"29,000",2.0L,148BHP,Manual,Diesel
307, Vauxhall Zafira Tourer 2.0 CDTi 16v Elite 5dr     ,"£11,495",2015,MPV,"46,000",2.0L,163BHP,Manual,Diesel
308, KIA Sportage 1.6 GDi 2 2WD 5dr     ,"£11,495",2013,SUV,"42,000",1.6L,133BHP,Manual,Petrol
309, SKODA Yeti 2.0 TDI S Outdoor 4WD (s/s) 5dr     ,"£11,895",2016,SUV,"27,000",2.0L,110PS,Manual,Diesel
310, Vauxhall Astra 2.0 CDTi SRi Auto 5dr     ,"£4,295",2013,Hatchback,"93,000",2.0L,165PS,Automatic,Diesel
311, Mercedes-Benz B-Class B180 CDI BlueEFFICIENCY Sport 5dr …     ,"£7,349",2012,Hatchback,"81,524",1.8L,109BHP,Manual,Diesel
312, BMW 1 Series 120d M Sport 2dr Leather Seats 2.0     ,"£7,199",2010,Coupe,"40,188",2.0L,177BHP,Manual,Diesel
313, MINI Hatchback 1.2 One 3dr     ,"£9,795",,,,,,,
314, Jeep Renegade 2.0 Multijet Limited 5dr 4WD     ,"£10,990",,,,,,,
315, Renault Captur 0.9 TCE 90 Signature Nav 5dr     ,"£10,995",2017,SUV,"11,708",0.9L,90BHP,Manual,Petrol
316, Hyundai IX20 1.6 SE Nav 5dr Auto     ,"£10,996",2017,MPV,"6,072",1.6L,125PS,Automatic,Petrol
317, BMW 3 SERIES 318d BluePerform Sport 5dr Step Auto [Bus Media] …     ,"£11,999",2014,Estate,"51,409",2.0L,218BHP,Automatic,Diesel
318, SKODA Yeti Outdoor 2.0 TDI CR [150] SE L 4x4 5dr DSG     ,"£12,295",,,,,,,
319, Hyundai Tucson 1.6 GDi Blue Drive SE 5dr 2WD     ,"£12,796",,,,,,,
320, SKODA Octavia 2.0 TDI CR vRS 5dr DSG     ,"£13,995",2016,Estate,"43,672",1.0L,Automatic,Diesel,Full
321, Ford Fiesta 1.5 EcoBoost ST-2 [Performance Pk] Navigation 3dr     ,"£15,990",,,,,,,
322, Hyundai Kona 1.0T GDi Blue Drive Premium SE 5dr     ,"£15,995",2018,SUV,"6,872",1.0L,120PS,Manual,Petrol
323, Peugeot 108 1.0 Active 3dr     ,"£6,995",2018,Hatchback,"7,747",1.0L,68PS,Manual,Petrol
325, MINI Paceman 1.6 Cooper D 3dr Bluetooth     ,"£8,249",2013,SUV,"24,450",1.6L,112BHP,Manual,Diesel
326, Fiat 500 1.2 8V Pop (s/s) 3dr     ,"£5,968",2016,Hatchback,"13,661",1.2L,70PS,Manual,Petrol
327, Citroen C3 1.2 PureTech Edition 5dr     ,"£5,974",2016,Hatchback,"22,591",1.2L,82BHP,Manual,Petrol
328, Vauxhall Viva 1.0 [73] SE 5dr Hatchback     ,"£6,000",2019,Hatchback,"3,770",1.0L,73PS,Manual,Petrol
329, Vauxhall Viva 1.0 [73] SE 5dr Hatchback     ,"£6,000",2018,Hatchback,"5,711",1.0L,73PS,Manual,Petrol
330, Vauxhall Viva 1.0 [73] SE 5dr Hatchback     ,"£6,000",2018,Hatchback,"6,850",1.0L,73PS,Manual,Petrol
331, Vauxhall Insignia 2.0 CDTi ecoFLEX Tech Line Sport Tourer …     ,"£6,005",2015,Estate,"80,350",2.0L,138BHP,Manual,Diesel
332, Renault Clio 1.5 dCi Dynamique Nav (s/s) 5dr     ,"£6,087",2017,Hatchback,"84,369",1.5L,90PS,Manual,Diesel
333, Renault Megane 1.5 dCi ENERGY Dynamique Nav (s/s) 5dr     ,"£6,125",2015,Hatchback,"51,281",1.5L,110BHP,Manual,Diesel
334, Vauxhall Corsa 1.2i Limited Edition 3dr     ,"£6,185",2015,Hatchback,"42,410",1.2L,70PS,Manual,Petrol
335, Dacia Sandero 1.0 SCe Ambiance 5dr     ,"£6,291",2018,Hatchback,"17,898",1.0L,75PS,Manual,Petrol
336, Renault Clio 1.0 TCe 100 Iconic 5dr Hatchback     ,"£11,950",2019,Hatchback,"1,000",1.0L,100PS,Manual,Petrol
338, MINI Hatch 1.2 One 3dr Bluetooth     ,"£7,349",2014,Hatchback,"58,660",1.2L,102PS,Manual,Petrol
339, Mercedes-Benz 500 5.0 SL 2dr     ,"£31,950",1987,Convertible,"109,000",5.0L,241BHP,Automatic,Petrol
340, BMW 3 Series 2.0 330i M Sport Touring Auto (s/s) 5dr     ,"£16,250",2015,Estate,"59,700",2.0L,252PS,Automatic,Petrol
341, Peugeot 206 1.4 Look 3dr     ,£800,CAT,Icon,2008,reg),Hatchback,"70,000",miles
342, Citroen C3 1.0 PureTech VTR+ 5dr (E6)     ,"£4,995",2015,Hatchback,"36,889",1.0L,68BHP,Manual,Petrol
343, SEAT 1.0 12v Design Mii 3dr     ,"£5,400",2016,Hatchback,"28,591",1.0L,60PS,Manual,Petrol
344, Vauxhall Adam 1.2 16v GLAM 3dr     ,"£5,798",2014,Hatchback,"34,787",1.2L,70PS,Manual,Petrol
345, Hyundai i20 1.4 SE 5dr     ,"£5,959",2015,Hatchback,"47,748",1.4L,100PS,Manual,Petrol
346, Peugeot 2008 1.4 HDi Active 5dr     ,"£6,294",2014,SUV,"36,056",1.4L,68BHP,Manual,Diesel
347, Citroen C4 Picasso 1.6 BlueHDi VTR+ (s/s) 5dr     ,"£6,399",2015,MPV,"55,456",1.6L,99BHP,Manual,Diesel
348, Toyota Aygo 1.0 VVT-i x-play 5dr     ,"£6,489",2017,Hatchback,"14,148",1.0L,68PS,Manual,Petrol
349, Audi Q2 1.6 TDI 30 SE S Tronic (s/s) 5dr     ,"£18,695",2019,SUV,"13,010",1.6L,116PS,Automatic,Diesel
351, Fiat 500 1.2 Lounge 3dr [Start Stop] Bluetooth     ,"£4,814",2012,Hatchback,"52,745",1.2L,69BHP,Manual,Petrol
352, MINI Hatch 1.6 One D Baker Street 3dr     ,"£6,495",2012,Hatchback,"35,312",1.6L,90BHP,Manual,Diesel
353, Volkswagen Golf 1.4 TSI S DSG 5dr     ,"£6,495",2012,Hatchback,"60,974",1.4L,123BHP,Automatic,Petrol
354, Honda Cr-V 2.2 i-DTEC EX 5dr     ,"£6,495",2011,SUV,"73,419",2.2L,148BHP,Manual,Diesel
355, Ford B-Max 1.4 Zetec 5dr (EU5)     ,"£6,495",2014,MPV,"24,669",1.4L,90PS,Manual,Petrol
356, Ford Fiesta 1.4 Titanium 5dr     ,"£6,995",2012,Hatchback,"26,726",1.4L,94BHP,Automatic,Petrol
357, Fiat 500 1.2 8V Lounge (s/s) 3dr     ,"£7,495",2017,Hatchback,"22,723",1.2L,70PS,Manual,Petrol
358, Ford Focus 1.0 SCTi EcoBoost Titanium X Navigator Navigator 5dr     ,"£7,750",2014,Hatchback,"40,608",1.0L,123BHP,Manual,Petrol
359, Citroen Berlingo 1.6 TD XTR EGS6 5dr     ,"£7,995",2012,MPV,"18,335",1.6L,90BHP,Automatic,Diesel
360, MG MG3 1.5 VTi-TECH Excite (s/s) 5dr     ,"£8,495",2019,Hatchback,"13,097",1.5L,106PS,Manual,Petrol
361, Vauxhall Mokka 1.7 CDTi 16v SE FWD 5dr     ,"£8,495",2015,Hatchback,"38,000",1.7L,128BHP,Automatic,Diesel
363, Vauxhall Zafira Tourer 2.0 CDTi 16v SE 5dr     ,"£7,499",2014,MPV,"28,000",2.0L,163BHP,Manual,Diesel
364, Ford Fiesta 1.0 EcoBoost 125 ST-Line 3dr Satellite Navigation     ,"£9,999",2018,Hatchback,"33,758",1.0L,125PS,Manual,Petrol
365, Mitsubishi Eclipse Cross 1.5 3 5dr     ,"£16,995",2018,SUV,"8,416",1.5L,163PS,Automatic,Petrol
366, Mitsubishi L200 2.4 DI-D DC Warrior 4WD 4dr     ,"£17,994",2016,Pickup,"36,283",2.4L,180PS,Manual,Diesel
367, Mitsubishi Eclipse Cross 1.5T 3 (s/s) 5dr     ,"£17,995",2019,SUV,800,1.5L,163PS,Manual,Petrol
368, Mitsubishi L200 2.4 DI-D DC Barbarian 4WD 4dr     ,"£19,194",2017,Pickup,"39,495",2.4L,180PS,Manual,Diesel
369, Mitsubishi L200 2.4 DI-D DC Warrior 4WD 4dr     ,"£25,194",2020,Pickup,500,2.4L,180PS,Manual,Diesel
370, Mitsubishi L200 2.4 DI-D DC Warrior 4WD 4dr     ,"£26,394",2019,Pickup,500,2.4L,180PS,Manual,Diesel
371, Mitsubishi L200 2.2 DI-D DC Barbarian 4WD (s/s) 4dr     ,"£33,593",2019,Pickup,500,2.2L,150PS,Manual,Diesel
372, Volkswagen Transporter 2.0 BiTDI T32 BlueMotion Tech Highline …     ,"£28,200",2018,Combi,Van,miles,2.0L,204PS,Manual
373, Land Rover Series III 2.3 D 88 Hard Top     ,"£5,500",1975,SUV,"61,000",2.3L,60BHP,Manual,Diesel
374, Ford Focus 1.6 TDCi Zetec 5dr     ,"£3,995",2012,Hatchback,"77,498",1.6L,113BHP,Manual,Diesel
375, Volkswagen Golf 2.0 TDI GTD 3dr     ,"£15,000",2016,Hatchback,"48,013",2.0L,181BHP,Manual,Diesel
377, Audi A4 1.4T FSI Sport 4dr     ,"£11,999",2017,Saloon,"30,000",1.4L,150PS,Manual,Petrol
378, Vauxhall Insignia 2.0 CDTi SRi VX Line Nav Sport Tourer (s/s) …     ,"£8,500",2016,Estate,"90,000",2.0L,168BHP,Manual,Diesel
380, Peugeot 108 1.0 Active 5dr     ,"£6,995",2017,Hatchback,"10,772",1.0L,68PS,Manual,Petrol
381, Peugeot 208 5 Door Hatchback 1.2 PureTech (82bhp) Active 5dr     ,"£7,395",2018,Hatchback,"28,450",1.2L,82PS,Manual,Petrol
382, Peugeot 208 5 Door Hatchback 1.2 PureTech (82bhp) Active 5dr     ,"£7,495",2018,Hatchback,"24,019",1.2L,82PS,Manual,Petrol
383, Peugeot 108 1.0 Allure 5dr     ,"£8,195",2019,Hatchback,"3,472",1.0L,72PS,Manual,Petrol
384, Peugeot 108 1.0 Collection 5dr     ,"£8,295",2019,Hatchback,"8,412",1.0L,72PS,Manual,Petrol
385, Peugeot 208 1.2 PureTech Allure 5dr     ,"£8,495",2017,Hatchback,"20,135",1.2L,82PS,Manual,Petrol
386, Peugeot 208 1.2 PureTech Allure 5dr     ,"£8,695",2017,Hatchback,"17,945",1.2L,82PS,Manual,Petrol
387, Ford Focus 1.0 T EcoBoost Zetec (s/s) 5dr     ,"£8,995",2016,Hatchback,"22,493",1.0L,125PS,Manual,Petrol
388, Peugeot 108 1.0 Allure (s/s) 5dr     ,"£9,995",2019,Hatchback,"1,509",1.0L,72PS,Manual,Petrol
391, Ford Focus 1.8 Zetec Climate 3dr     ,£952,2007,Hatchback,"132,000",1.8L,123BHP,Manual,Petrol
392, Land Rover Freelander 2.0 TD4 SE Hard Top 3dr     ,"£2,150",2005,SUV,"122,000",2.0L,110BHP,Manual,Diesel
393, BMW 5 Series 3.0 535d M Sport 4dr     ,"£13,000",2011,Saloon,"85,000",3.0L,299BHP,Automatic,Diesel
394, Land Rover Defender 90 2.2 TD DPF County Station Wagon 3dr     ,"£29,995",2013,SUV,"36,000",2.2L,122BHP,Manual,Diesel
395, Mercedes-Benz C Class 3.0 C43 V6 AMG G-Tronic+ 4MATIC (s/s) 2dr     ,"£30,995",2018,Coupe,"35,850",3.0L,367PS,Automatic,Petrol
396, Mercedes-Benz Gls Class 3.0 GLS350d V6 AMG Line G-Tronic …     ,"£40,995",2018,SUV,"16,500",3.0L,258PS,Automatic,Diesel
397, Land Rover Range Rover 3.0 TD V6 Vogue SE Auto 4WD (s/s) 5dr     ,"£42,995",2016,SUV,"39,000",3.0L,258PS,Automatic,Diesel
398, Land Rover Range Rover Sport 3.0 SD V6 HSE Auto 4WD (s/s) 5dr     ,"£49,995",2017,SUV,"21,500",3.0L,306PS,Automatic,Diesel
399, Mercedes-Benz Gle Class 5.5 GLE63 V8 AMG S (Premium) SpdS+7GT …     ,"£58,995",2018,Coupe,"14,700",5.5L,585PS,Automatic,Petrol
400, Land Rover Range Rover 3.0 TD V6 Autobiography Auto 4WD (s/s) …     ,"£69,995",2018,SUV,"15,400",3.0L,258PS,Automatic,Diesel
404, Volvo V60 2.0 D4 SE Lux Geartronic (s/s) 5dr     ,"£6,895",2014,Estate,"124,000",2.0L,181PS,Automatic,Diesel
405, KIA Picanto 2 1.0 5dr     ,"£7,990",2019,Hatchback,"11,931",1.0L,67PS,Manual,Petrol
406, KIA Picanto SE 1.3 5dr     ,"£9,290",2017,Hatchback,"21,316",1.25L,84BHP,Automatic,Petrol
407, KIA Picanto 3 1.3 5dr     ,"£9,990",2018,Hatchback,"8,478",1.25L,84PS,Manual,Petrol
408, KIA Sportage 1 1.6 5dr     ,"£10,890",2017,SUV,"33,693",1.6L,132PS,Manual,Petrol
409, KIA Picanto 2 1.3 5dr     ,"£10,890",2019,Hatchback,"3,993",1.25L,84PS,Automatic,Petrol
410, KIA Picanto X-LINE S 1.3 5dr     ,"£11,290",2019,Hatchback,"13,560",1.25L,84PS,Manual,Petrol
411, KIA Venga 4 1.6 5dr     ,"£11,440",2017,MPV,"18,240",1.6L,125PS,Automatic,Petrol
412, KIA Venga 4 1.6 5dr     ,"£11,490",2017,MPV,"17,272",1.6L,125PS,Automatic,Petrol
413, KIA Sportage 1 1.6 5dr     ,"£11,690",2017,SUV,"16,212",1.6L,132PS,Manual,Petrol
414, BMW 3 Series 2.0 320d Sport (s/s) 4dr     ,"£6,995",CAT,Icon,2013,reg),Saloon,"85,000",miles
417, Volvo V40 T2 R-Design Pro 2.0 5dr     ,"£14,950",2018,Hatchback,"10,586",2.0L,122PS,Manual,Petrol
418," Volvo V40 T3 R-Design Pro, Sat Nav, Bluetooth, Rear Park …     ","£14,950",2018,Hatchback,"22,121",2.0L,154PS,Manual,Petrol
419," Volvo XC70 D4 AWD SE Lux, Winter Pack, Active Bending …     ","£17,850",2015,Estate,"29,550",2.4L,181BHP,Automatic,Diesel
420," Volvo V60 CC D4 Cross Country Lux Nav, Winter Pack, Active …     ","£19,950",2017,Estate,"2,329",2.0L,190PS,Automatic,Diesel
421," Volvo V40 T2 R-Design Pro, Front and Rear Park Assist, Power …     ","£19,950",2019,Hatchback,"3,200",2.0L,122PS,Manual,Petrol
422," Volvo S90 D4 R-Design, Head Up Display, Apple Carplay/Android …     ","£21,800",2018,Saloon,"7,789",2.0L,190PS,Automatic,Diesel
423," Volvo V60 II D3 Inscription, Full Leather Interior, Front And …     ","£23,250",2018,Estate,"13,045",2.0L,150PS,Automatic,Diesel
424," Volvo S90 D4 R-Design, Sat Nav, Bluetooth, Volvo On Call 2.0 4dr     ","£24,300",2019,Saloon,"2,286",2.0L,190PS,Automatic,Diesel
425," Volvo V60 II T5 R-Design, Winter Pack, Rear Parking Camera, …     ","£25,500",2019,Estate,"6,208",2.0L,250PS,Automatic,Petrol
426," Volvo S60 T5 R-Design Edition, Launch Pack, Premium Sound By …     ","£26,300",2019,Saloon,"2,368",2.0L,250PS,Automatic,Petrol
430, BMW 5 Series Gran Turismo 3.0 530d SE GT 5dr     ,"£11,995",2010,Hatchback,"38,000",3.0L,245BHP,Automatic,Diesel
431, Land Rover Freelander 2 2.2 TD4 Dynamic 4X4 5dr     ,"£12,495",2014,SUV,2.2L,Manual,Diesel,2,owners
432, Audi A3 1.6 TDI SE Technik Sportback S Tronic 5dr     ,"£12,495",2015,Hatchback,"34,000",1.6L,108BHP,Automatic,Diesel
