,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in,Car_Make
1222, Fiat 500 1.2 S (s/s) 3dr     ,5268,2015,Hatchback,43600,1.2L,69BHP,Manual,Petrol,Fiat
1223, Renault Twingo PLAY SCE 1.0 5dr     ,5495,2015,Hatchback,30000,1.0L,70PS,Manual,Petrol,Renault
1224, SEAT Leon TDI SE 1.6 5dr     ,5995,2013,Hatchback,86000,1.6L,104BHP,Manual,Diesel,SEAT
1225, Peugeot 108 1.0 Active Man 5dr     ,5995,2016,Hatchback,13475,1.0L,68PS,Manual,Petrol,Peugeot
1226, Peugeot 108 1.0 Active 68 3dr     ,5999,2017,Hatchback,27451,1.0L,68PS,Manual,Petrol,Peugeot
1229, Citroen C3 1.4 i Desire 5dr     ,500,2003,Hatchback,92000,1.4L,75BHP,Manual,Petrol,Citroen
1230, Hyundai i20 ACTIVE 1.3 3dr     ,5699,2014,Hatchback,19857,1.2L,84BHP,Manual,Petrol,Hyundai
1231, SKODA Citigo COLOUR EDITION MPI 1.0 3dr     ,6299,2016,Hatchback,21747,1.0L,59BHP,Manual,Petrol,SKODA
1232, Vauxhall Corsa LIMITED EDITION 1.4 3dr     ,6999,2015,Hatchback,44000,1.4L,90PS,Manual,Petrol,Vauxhall
1234, Toyota Yaris VVT-I ICON 1.0 5dr     ,9699,2018,Hatchback,27503,1.0L,69PS,Manual,Petrol,Toyota
1235, Toyota Yaris VVT-I DESIGN 1.3 5dr     ,9999,2016,Hatchback,19176,1.33L,99PS,Manual,Petrol,Toyota
1236, Ford KA+ ZETEC 1.2 5dr     ,10399,2019,Hatchback,5163,1.2L,85PS,Manual,Petrol,Ford
1237, DS Automobiles DS 3 1.2 PureTech Givenchy Le Makeup EAT6 (s/s) …     ,9995,2016,Hatchback,17299,1.2L,110PS,Automatic,Petrol,DS
1238, Vauxhall Corsa 1.4i ecoFLEX Design 5dr     ,8020,2018,Hatchback,11835,1.4L,90PS,Manual,Petrol,Vauxhall
1239, SKODA Yeti 1.6 TDi CR GreenLine II Elegance (s/s) 5dr     ,8054,2015,SUV,51175,1.6L,105PS,Manual,Diesel,SKODA
1240, Volkswagen Passat 2.0 TDI BlueMotion Tech SE Business (s/s) 5dr     ,8056,2016,Estate,104476,2.0L,150PS,Manual,Diesel,Volkswagen
1241, Vauxhall Viva 1.0 [73] SE 5dr Hatchback     ,8150,2019,Hatchback,4339,1.0L,73PS,Manual,Petrol,Vauxhall
1242, Fiat 500C 0.9 TwinAir Lounge (s/s) 2dr     ,8159,2017,Convertible,38581,0.9L,86PS,Manual,Petrol,Fiat
1243, Ford C-Max 1.5 TDCi Zetec 5dr Estate     ,8194,2016,MPV,21544,1.5L,120PS,Manual,Diesel,Ford
1244, Volkswagen Golf 1.6 TDI BlueMotion Tech Match (s/s) 5dr     ,8217,2015,Hatchback,73001,1.6L,108BHP,Manual,Diesel,Volkswagen
1245, SKODA Octavia 1.6 TDI SE Sport 5dr     ,8245,2016,Estate,74980,1.6L,109BHP,Manual,Diesel,SKODA
1246, Ford Focus 1.5 TDCi Zetec (s/s) 5dr     ,8255,2017,Estate,60574,1.5L,120PS,Manual,Diesel,Ford
1247, Vauxhall Astra 1.4T 16V 150 SRi Nav 5dr Hatchback     ,11000,2016,Hatchback,6820,1.4L,150PS,Manual,Petrol,Vauxhall
1248, BMW X4 3.0 30d M Sport Auto xDrive (s/s) 5dr     ,22995,2017,SUV,43193,3.0L,258PS,Automatic,Diesel,BMW
1250, Citroen C1 1.0 VTi Feel 3dr     ,5590,2017,Hatchback,17336,1.0L,69PS,Manual,Petrol,Citroen
1251, Citroen C1 1.0 VTi Feel 3dr     ,5790,2016,Hatchback,12918,1.0L,69PS,Manual,Petrol,Citroen
1252, Fiat 500 1.2 Pop Star 3dr     ,6250,2015,Hatchback,18058,1.2L,70PS,Manual,Petrol,Fiat
1253, Fiat 500 1.2 Lounge 3dr     ,6250,2016,Hatchback,35255,1.2L,70PS,Manual,Petrol,Fiat
1254, Citroen C1 1.2 PureTech Flair 5dr     ,6290,2017,Hatchback,22180,1.2L,82PS,Manual,Petrol,Citroen
1255, Fiat 500 1.2 Pop Star 3dr     ,6390,2016,Hatchback,10404,1.2L,70PS,Manual,Petrol,Fiat
1256, Fiat Doblo 1.4 16V MyLife 5dr. WAV     ,6490,2013,Estate,22959,1.4L,95BHP,Manual,Petrol,Fiat
1257, Fiat 500 1.2 Pop Star 3dr     ,6690,2017,Hatchback,28902,1.2L,70PS,Manual,Petrol,Fiat
1258, Vauxhall Astra 1.4i Turbo Elite Nav Sports Tourer 5dr     ,12695,2018,Estate,6030,1.4L,150PS,Manual,Petrol,Vauxhall
1259, Porsche Boxster 3.2 986 S 2dr     ,9250,2002,Convertible,46061,3.2L,252BHP,Manual,Petrol,Porsche
1260, Porsche 968 3.0 2dr     ,18750,1992,Coupe,103849,3.0L,240BHP,Manual,Petrol,Porsche
1261, Ford Edge 2.0 TDCi Sport Powershift AWD (s/s) 5dr     ,19995,2016,SUV,28149,2.0L,210PS,Automatic,Diesel,Ford
1268, Land Rover Range Rover 4.4 TD V8 Autobiography 5dr     ,17595,2011,SUV,68982,4.4L,308BHP,Automatic,Diesel,Land
1269, Mitsubishi L200 2.5 DI-D CR Barbarian LB Double Cab Pickup 4WD …     ,11650,2015,Pickup,52393,2.5L,175BHP,Manual,Diesel,Mitsubishi
1270, Jaguar XE 2.0d Prestige (s/s) 4dr     ,12490,2015,Saloon,24500,2.0L,163PS,Manual,Diesel,Jaguar
1271, Mercedes-Benz C Class 2.1 C220d Sport (s/s) 4dr     ,10630,2016,Saloon,100000,2.1L,170PS,Manual,Diesel,Mercedes-Benz
1272, Vauxhall Meriva 1.4 i 16v Active 5dr     ,2295,2010,MPV,54600,1.4L,89BHP,Manual,Petrol,Vauxhall
1273, Ford Fusion 1.4 Zetec 5dr     ,4295,2012,Hatchback,25400,1.4L,79BHP,Manual,Petrol,Ford
1274, Vauxhall Insignia 2.0 CDTi SRi VX Line Nav Auto 5dr     ,10295,2015,Hatchback,20000,2.0L,161BHP,Automatic,Diesel,Vauxhall
1275, KIA Proceed 1.6 GDi 2 (s/s) 3dr     ,10995,2018,Hatchback,4800,1.6L,137PS,Manual,Petrol,KIA
1276, Citroen C3 1.5 BlueHDi Flair (s/s) 5dr     ,10995,2019,Hatchback,3000,1.5L,100PS,Manual,Diesel,Citroen
1277, KIA Sportage 1.6 GDi 1 5dr     ,11495,2017,SUV,8100,1.6L,132PS,Manual,Petrol,KIA
1278, Nissan Qashqai 1.2 DIG-T N-Connecta 5dr     ,11798,2017,SUV,38399,1.2L,113BHP,Manual,Petrol,Nissan
1279, Suzuki Swift 1.0 Boosterjet (111ps) SZ5 5-Door Hatchback 5dr     ,11798,2018,Hatchback,10502,1.0L,111PS,Manual,Hybrid,Suzuki
1281, Land Rover Discovery Sport 2.2 SD4 HSE LUXURY 5d 190 BHP     ,17850,2015,SUV,75000,2.2L,190BHP,Automatic,Diesel,Land
1282, Jaguar XE 2.0 D R-SPORT 4d 178 BHP just in awaiting valet more …     ,17950,2018,Saloon,17000,2.0L,178BHP,Automatic,Diesel,Jaguar
1283, BMW 6 SERIES 3.0 640D M SPORT 2d 309 BHP     ,19950,2014,Convertible,38000,3.0L,308BHP,Automatic,Diesel,BMW
1284, Mercedes-Benz C-Class 2.1 C 220 D AMG LINE 2d 168 BHP     ,19950,2017,Convertible,29950,2.1L,168BHP,Automatic,Diesel,Mercedes-Benz
1285, Land Rover Range Rover Evoque 2.0 TD4 HSE DYNAMIC 5d 177 BHP     ,22950,2015,SUV,50000,2.0L,177BHP,Automatic,Diesel,Land
1291, Hyundai I800 2.5 CRDi SE Auto 5dr     ,12799,2016,MPV,49154,2.5L,170PS,Automatic,Diesel,Hyundai
1292, Toyota Prius 1.8 VVT-h T Spirit CVT 5dr     ,3990,2010,Hatchback,146000,1.8L,97BHP,Automatic,Hybrid,Toyota
1293, Volvo XC60 2.4 D5 SE Premium (Premium Pack) Geartronic AWD 5dr     ,4790,2010,SUV,136000,2.4L,202BHP,Automatic,Diesel,Volvo
1294, Land Rover Discovery 4 3.0 SD V6 HSE 5dr     ,9290,2011,SUV,132000,3.0L,255BHP,Automatic,Diesel,Land
1295, Hyundai i800 2.5 CRDi Style 5dr     ,7250,2012,MPV,81000,2.5L,136PS,Manual,Diesel,Hyundai
1296, Honda Jazz 1.4 i-DSI SE 5dr     ,975,2006,Hatchback,135995,1.4L,82BHP,Manual,Petrol,Honda
1297, Toyota Corolla 1.4 VVT-i T3 5dr     ,1275,2003,Hatchback,88735,1.4L,95BHP,Manual,Petrol,Toyota
1298, Vauxhall Astra 1.6 i 16v Club 5dr     ,1750,2009,Hatchback,81110,1.6L,113BHP,Manual,Petrol,Vauxhall
1299, Peugeot 307 1.6 16v S 5dr     ,1775,2007,Hatchback,46706,1.6L,110BHP,Manual,Petrol,Peugeot
1300, Vauxhall Zafira 1.6 i 16v Life 5dr     ,1775,2008,MPV,81797,1.6L,103BHP,Manual,Petrol,Vauxhall
1301, Renault Clio 1.6 VVT Privilege 5dr     ,1875,2007,Hatchback,70000,1.6L,111BHP,Automatic,Petrol,Renault
1308, BMW X1 2.0 18d xLine Auto xDrive (s/s) 5dr     ,16499,2016,SUV,37000,2.0L,150PS,Automatic,Diesel,BMW
1310, Citroen C3 BLUEHDI EDITION 1.6 5dr     ,6495,2016,Hatchback,40000,1.6L,75BHP,Manual,Diesel,Citroen
1311, Citroen C1 1.2 Puretech Furio Man 3dr     ,6495,2017,Hatchback,10243,1.2L,82PS,Manual,Petrol,Citroen
1312, SKODA Yeti SE TDI CR 2.0 5dr     ,6995,2011,SUV,51000,2.0L,110BHP,Manual,Diesel,SKODA
1313, Ford C-Max 1.6 Zetec Man 5dr     ,6995,2013,MPV,28806,1.6L,104BHP,Manual,Petrol,Ford
1314, Honda Jazz 1.4 i-VTEC ES Plus Man 5dr     ,7495,2014,Hatchback,25245,1.4L,98BHP,Manual,Petrol,Honda
1315, Nissan Micra 1.2 N-Tec Man 5dr     ,7995,2017,Hatchback,13578,1.2L,79BHP,Manual,Petrol,Nissan
1316, SKODA Citigo SE GREENTECH MPI 1.0 3dr     ,7995,2019,Hatchback,5500,1.0L,60PS,Manual,Petrol,SKODA
1317, Citroen C1 1.0 Vti 72 Flair Auto 5dr     ,8995,2019,Hatchback,4845,1.0L,72PS,Automatic,Petrol,Citroen
1318, Ford Focus TITANIUM X TDCI 1.6 5dr     ,8995,2013,Hatchback,24000,1.6L,113BHP,Manual,Diesel,Ford
1319, Vauxhall Corsa SE 1.4 5dr     ,9495,2016,Hatchback,16000,1.4L,90PS,Automatic,Petrol,Vauxhall
1320, SEAT Ibiza 1.4 16v SE 3dr     ,4695,2012,Hatchback,51000,1.4L,84BHP,Manual,Petrol,SEAT
1321, Hyundai i10 PREMIUM SE 1.3 5dr     ,10399,2018,Hatchback,10431,1.2L,87PS,Manual,Petrol,Hyundai
1322, Ford Ecosport TITANIUM 1.0 5dr     ,10499,2016,SUV,8130,1.0L,123BHP,Manual,Petrol,Ford
1323, Ford Fiesta ZETEC 1.1 3dr     ,10499,2018,Hatchback,9377,1.1L,85PS,Manual,Petrol,Ford
1324, Ford Fiesta ST-LINE RED EDITION 1.0 3dr     ,10799,2017,Hatchback,23372,1.0L,138BHP,Manual,Petrol,Ford
1325, Ford Fiesta ZETEC 1.0 5dr     ,10899,2018,Hatchback,36345,1.0L,100PS,Automatic,Petrol,Ford
1326, Ford Focus TITANIUM 1.0 5dr     ,10999,2016,Hatchback,26796,1.0L,125PS,Automatic,Petrol,Ford
1327, Ford Fiesta ZETEC 1.0 5dr     ,11249,2018,Hatchback,19437,1.0L,100PS,Manual,Petrol,Ford
1328, Ford Fiesta ZETEC 1.0 5dr     ,11249,2018,Hatchback,15804,1.0L,100PS,Manual,Petrol,Ford
1329, Ford C-Max TITANIUM 1.0 5dr     ,11499,2017,MPV,16075,1.0L,100PS,Manual,Petrol,Ford
1330, Ford Fiesta TITANIUM 1.0 5dr     ,11499,2017,Hatchback,19348,1.0L,100PS,Manual,Petrol,Ford
1331, Vauxhall Mokka 1.6 i Tech Line (s/s) 5dr     ,8291,2016,Hatchback,37313,1.6L,113BHP,Manual,Petrol,Vauxhall
1332, KIA Picanto 1.25 2 Auto 5dr     ,8291,2017,Hatchback,7781,1.25L,84PS,Automatic,Petrol,KIA
1333, Fiat 500X 1.6 E-Torq Pop Star 5dr     ,8332,2016,SUV,22206,1.6L,110PS,Manual,Petrol,Fiat
1334, Volkswagen Golf 1.6 TDI BlueMotion Tech SE DSG (s/s) 5dr     ,8338,2013,Hatchback,54609,1.6L,104BHP,Automatic,Diesel,Volkswagen
1335, Vauxhall Corsa 1.4 [75] ecoFLEX Energy 5dr [AC] Hatchback     ,8346,2018,Hatchback,10000,1.4L,75PS,Manual,Petrol,Vauxhall
1336, Vauxhall Viva 1.0 [73] SE 5dr [A/C] Hatchback     ,8350,2019,Hatchback,2872,1.0L,73PS,Manual,Petrol,Vauxhall
1337, Vauxhall Non-Franchise C Corsa 1.4 Energy 5dr [AC] Hatchback     ,8369,2018,Hatchback,13860,1.4L,75PS,Manual,Petrol,Vauxhall
1338, KIA Venga 1.6 ISG 3 5dr Hatchback     ,8387,2016,MPV,19356,1.6L,125PS,Manual,Petrol,KIA
1339, Vauxhall Corsa 1.4 [75] Energy 3dr [AC] Hatchback     ,8400,2019,Hatchback,1902,1.4L,75PS,Manual,Petrol,Vauxhall
1340, Volkswagen Golf 1.6 TDI BlueMotion Tech Match (s/s) 5dr     ,8466,2015,Hatchback,72429,1.6L,108BHP,Manual,Diesel,Volkswagen
1341, Citroen C1 1.0 VTi Feel 5dr     ,6690,2017,Hatchback,8803,1.0L,69PS,Manual,Petrol,Citroen
1342, Citroen C1 1.0 VTi 72 Flair 5dr     ,7790,2018,Hatchback,4691,1.0L,72PS,Manual,Petrol,Citroen
1343, Fiat 500 1.2 Lounge 3dr     ,8350,2018,Hatchback,5339,1.2L,70PS,Manual,Petrol,Fiat
1344, Fiat 500 1.2 Lounge 3dr     ,8350,2018,Hatchback,5224,1.2L,70PS,Manual,Petrol,Fiat
1345, Fiat 500 1.2 Lounge 3dr     ,8350,2018,Hatchback,4783,1.2L,70PS,Manual,Petrol,Fiat
1346, Fiat 500 1.2 Pop 3dr     ,8490,2019,Hatchback,20,1.2L,70PS,Manual,Petrol,Fiat
1347, Fiat 500 1.2 S 3dr     ,8890,2019,Hatchback,9649,1.2L,70PS,Manual,Petrol,Fiat
1348, Nissan Note 1.2 Acenta Premium 5dr     ,8890,2016,Hatchback,6307,1.2L,79BHP,Manual,Petrol,Nissan
1349, Fiat 500 1.2 S 3dr     ,8990,2019,Hatchback,10587,1.2L,70PS,Manual,Petrol,Fiat
1350, Nissan Juke 1.2 DiG-T N-Connecta 5dr     ,8990,2016,SUV,33531,1.2L,115PS,Manual,Petrol,Nissan
1353, Vauxhall Astra 1.6 i 16v SRi Sport Hatch 3dr     ,3995,2010,Hatchback,61091,1.6L,113BHP,Manual,Petrol,Vauxhall
1354, Vauxhall Astra 1.6 i VVT 16v SRi Sport Hatch 3dr     ,4495,2011,Hatchback,69982,1.6L,113BHP,Manual,Petrol,Vauxhall
1355, Vauxhall Insignia 2.0 CDTi 16v Elite Nav 5dr     ,6995,2012,Hatchback,53317,2.0L,158BHP,Manual,Diesel,Vauxhall
1356, Vauxhall Meriva SE 1.4 5dr     ,6995,2016,MPV,41665,1.4L,118BHP,Manual,Petrol,Vauxhall
1357, Vauxhall Corsa LIMITED EDITION ECOFLEX 1.4 3dr     ,7495,2017,Hatchback,48125,1.4L,75PS,Manual,Petrol,Vauxhall
1358, Vauxhall Astra SRI 1.4 5dr     ,7495,2014,Hatchback,23423,1.4L,140PS,Manual,Petrol,Vauxhall
1359, Vauxhall Corsa ACTIVE 1.4 3dr     ,7995,2018,Hatchback,5425,1.4L,75PS,Manual,Petrol,Vauxhall
1360, Vauxhall Corsa SPORT 1.4 3dr     ,8295,2018,Hatchback,10401,1.4L,90PS,Manual,Petrol,Vauxhall
1361, Ford Kuga TITANIUM 2.0TDCI 163ps AWD 5dr     ,9995,2014,SUV,56500,2.0L,161BHP,Manual,Diesel,Ford
1362, Mazda6 2.2 TD SKYACTIV-D Sport Nav 4dr     ,11495,2016,Saloon,33400,2.2L,148BHP,Manual,Diesel,Mazda6
1363, Vauxhall Astra 1.4i Turbo SRi Auto (s/s) 5dr     ,11595,2018,Hatchback,16800,1.4L,150PS,Automatic,Petrol,Vauxhall
1364, Renault Captur 0.9 TCe Iconic (s/s) 5dr     ,11995,2019,SUV,650,0.9L,90PS,Manual,Petrol,Renault
1365, Vauxhall Crossland X 1.2 Tech Line Nav 5dr     ,11995,2018,SUV,150,1.2L,83PS,Manual,Petrol,Vauxhall
1366, Volkswagen CC 2.0 TDI BlueMotion Tech GT (s/s) 4dr     ,11995,2016,Saloon,21400,2.0L,148BHP,Manual,Diesel,Volkswagen
1367, Peugeot Partner Tepee 1.6 BlueHDi Outdoor ETG (s/s) 5dr     ,12695,2018,MPV,6500,1.6L,99PS,Automatic,Diesel,Peugeot
1368, Peugeot 308 1.2 PureTech Tech Edition (s/s) 5dr     ,13995,2019,Hatchback,3100,1.2L,131PS,Manual,Petrol,Peugeot
1369, BMW 3 Series 2.0 320d BluePerformance ED Plus Auto (s/s) 4dr     ,14995,2016,Saloon,12600,2.0L,163PS,Automatic,Diesel,BMW
1370, SEAT Arona 1.0 TSI SE Technology DSG (s/s) 5dr     ,15495,2019,SUV,180,1.0L,115PS,Automatic,Petrol,SEAT
1371, Mitsubishi Outlander 2.0h 12kWh GX3h CVT 4WD (s/s) 5dr     ,15795,2015,SUV,19000,2.0L,203PS,Automatic,Hybrid,Mitsubishi
1380, Land Rover Range Rover Sport 2.7 TD V6 HSE 5dr     ,5595,2005,SUV,112000,2.7L,187BHP,Automatic,Diesel,Land
1381, Infiniti FX 3.0 TD GT 5dr     ,10495,2013,SUV,77000,3.0L,234BHP,Automatic,Diesel,Infiniti
1382, Infiniti FX 3.0 TD GT 5dr     ,10995,2013,SUV,77000,3.0L,234BHP,Automatic,Diesel,Infiniti
1383, Toyota Yaris 1.3 VVT-i Zinc 5dr     ,1975,2007,Hatchback,85000,1.3L,85BHP,Manual,Petrol,Toyota
1385, KIA Picanto 1.0 1 5dr     ,2150,2011,Hatchback,68360,1.0L,60BHP,Manual,Petrol,KIA
1386, Vauxhall Zafira 1.6 i 16v Exclusiv 5dr     ,2175,2009,MPV,82377,1.6L,113BHP,Manual,Petrol,Vauxhall
1387, Honda Civic 1.8 i-VTEC ES 5dr     ,2250,2006,Hatchback,73000,1.8L,138BHP,Manual,Petrol,Honda
1388, Toyota Auris 1.6 VVT-i T3 5dr     ,2375,2007,Hatchback,72590,1.6L,124BHP,Manual,Petrol,Toyota
1389, Vauxhall Corsa 1.3 CDTi ecoFLEX 16v Exclusiv 5dr     ,2500,2011,Hatchback,78930,1.3L,74BHP,Manual,Diesel,Vauxhall
1390, Lexus RX 300 3.0 SE 5dr     ,2500,2004,SUV,119225,3.0L,201BHP,Automatic,Petrol,Lexus
1391, Nissan Micra 1.2 16v Tekna 5dr     ,2500,2009,Hatchback,44715,1.2L,79BHP,Manual,Petrol,Nissan
1392, Honda Jazz 1.4 i-DSI Sport 5dr     ,2750,2007,Hatchback,51000,1.4L,82BHP,Manual,Petrol,Honda
1393, Audi A3 1.6 TDI Sport Sportback 5dr     ,5950,2014,Hatchback,115000,1.6L,108BHP,Manual,Diesel,Audi
1394, Audi A5 1.8 TFSI Sport 2dr     ,5500,2008,Coupe,110000,1.8L,168BHP,Manual,Petrol,Audi
1396, Mitsubishi L200 2.5 DI-D CR Barbarian LB Double Cab Pickup 4WD …     ,7750,2012,Pickup,103500,2.5L,175BHP,Manual,Diesel,Mitsubishi
1397, Vauxhall Insignia SRI VX-LINE CDTI ECOFLEX S/S 2.0 5dr     ,9795,2015,Hatchback,28000,2.0L,138BHP,Manual,Diesel,Vauxhall
1398, DS Automobiles DS 4 BLUEHDI PRESTIGE S/S 2.0 5dr     ,9995,2015,Hatchback,21000,2.0L,150PS,Manual,Diesel,DS
1399, MINI Hatch COOPER 1.5 5dr     ,10295,2016,Hatchback,38000,1.5L,136BHP,Manual,Petrol,MINI
1400, SEAT Toledo TSI XCELLENCE 1.0 5dr     ,10695,2018,Hatchback,6000,1.0L,110PS,Manual,Petrol,SEAT
1401, Mazda 3 SPORT NAV 2.0 5dr     ,11295,2017,Hatchback,48000,2.0L,163BHP,Manual,Petrol,Mazda
1402, Renault Kadjar DYNAMIQUE S NAV DCI 1.6 5dr     ,11895,2015,SUV,32000,1.6L,130PS,Manual,Diesel,Renault
1403, Peugeot 308 2.0 BLUE HDI 150 SW GT Line Automatic 5dr     ,12999,2017,Estate,12177,2.0L,150BHP,Automatic,Diesel,Peugeot
1404, Volkswagen Golf GT EDITION TDI BLUEMOTION TECHNOLOGY 2.0 5dr     ,13495,2016,Hatchback,44000,2.0L,148BHP,Manual,Diesel,Volkswagen
1405, Renault Kadjar DYNAMIQUE S NAV DCI 1.5 5dr     ,13995,2018,SUV,10000,1.5L,110PS,Manual,Diesel,Renault
1406, BMW 3 SERIES 320D SPORT TOURING 2.0 5dr     ,14495,2016,Estate,41000,2.0L,190BHP,Manual,Diesel,BMW
1407, Ford Fiesta ZETEC 1.0 5dr     ,11599,2018,Hatchback,9973,1.0L,100PS,Manual,Petrol,Ford
1408, Volkswagen Golf MATCH EDITION TDI BMT 1.6 5dr     ,11899,2016,Hatchback,26500,1.6L,108BHP,Manual,Diesel,Volkswagen
1409, Ford Focus ZETEC EDITION 1.0 5dr     ,11999,2018,Hatchback,10074,1.0L,100PS,Manual,Petrol,Ford
1410, Ford Fiesta ST-LINE 1.0 5dr     ,11999,2018,Hatchback,7206,1.0L,100PS,Manual,Petrol,Ford
1411, Ford Fiesta TITANIUM 1.0 3dr     ,11999,2018,Hatchback,7809,1.0L,125PS,Manual,Petrol,Ford
1412, Ford Ecosport TITANIUM 1.0 5dr     ,12499,2018,SUV,34574,1.0L,125PS,Manual,Petrol,Ford
1414, Ford C-Max TITANIUM 1.0 5dr     ,12499,2017,MPV,24832,1.0L,125PS,Manual,Petrol,Ford
1415, Ford Focus ST-LINE 1.5 5dr     ,12599,2017,Estate,31806,1.5L,150PS,Manual,Petrol,Ford
1416, Ford Fiesta TITANIUM 1.0 5dr     ,12698,2017,Hatchback,10814,1.0L,100PS,Automatic,Petrol,Ford
1417, Fiat 500X 1.4 MultiAir Cross (s/s) 5dr     ,10995,2018,SUV,11987,1.4L,140PS,Manual,Petrol,Fiat
1419, Renault Captur 1.5 dCi ENERGY Dynamique Nav (s/s) 5dr     ,8491,2016,SUV,25696,1.5L,110BHP,Manual,Diesel,Renault
1420, Ford Kuga 2.0 TDCi Zetec 5dr     ,8491,2014,SUV,39989,2.0L,138BHP,Manual,Diesel,Ford
1421, Vauxhall Astra 1.4i Turbo Tech Line 5dr     ,8500,2017,Hatchback,39931,1.4L,125PS,Manual,Petrol,Vauxhall
1422, Ford Focus 1.5 TDCi Titanium X (s/s) 5dr     ,8500,2016,Hatchback,64976,1.5L,120PS,Manual,Diesel,Ford
1423, Renault Scenic 1.5 dCi ENERGY Limited Nav (s/s) 5dr     ,8601,2016,MPV,11172,1.5L,110BHP,Manual,Diesel,Renault
1424, Vauxhall Corsa 1.4 SE 5dr Auto Hatchback     ,8650,2016,Hatchback,12945,1.4L,90PS,Automatic,Petrol,Vauxhall
1425, Vauxhall Mokka 1.4T Exclusiv 5dr Hatchback     ,8652,2016,Hatchback,18102,1.4L,138BHP,Manual,Petrol,Vauxhall
1426, Volkswagen Polo 1.2 TSI BlueMotion Tech Match (s/s) 3dr     ,8657,2016,Hatchback,33846,1.2L,89BHP,Manual,Petrol,Volkswagen
1427, Vauxhall Astra 1.6 CDTi ecoTEC BlueInjection Tech Line Nav …     ,8689,2018,Hatchback,51859,1.6L,110PS,Manual,Diesel,Vauxhall
1428, Nissan Juke 1.2 DiG-T N-Connecta 5dr     ,9190,2017,SUV,38548,1.2L,115PS,Manual,Petrol,Nissan
1429, Nissan Micra 0.9 IG-T Tekna 5dr     ,9990,2017,Hatchback,10587,0.9L,90PS,Manual,Petrol,Nissan
1430, Citroen C3 Aircross 1.2 PureTech 130 Feel 5dr     ,9990,2018,SUV,15834,1.2L,130PS,Manual,Petrol,Citroen
1431, Citroen C3 1.2 PureTech 82 Flair 5dr     ,10350,2019,Hatchback,1475,1.2L,82PS,Manual,Petrol,Citroen
1432, DS Automobiles Ds 3 1.2 PureTech Givenchy Le Makeup 3dr     ,10490,2017,Hatchback,7627,1.2L,110PS,Manual,Petrol,DS
1433, Citroen Grand C4 Picasso 1.6 BlueHDi Selection 5dr     ,10490,2016,MPV,34177,1.6L,118BHP,Manual,Diesel,Citroen
1434, Nissan Juke 1.2 DiG-T N-Connecta 5dr     ,10490,2017,SUV,14677,1.2L,115PS,Manual,Petrol,Nissan
1435, Nissan Qashqai 1.2 DiG-T Acenta [Smart Vision Pack] 5dr     ,10490,2016,SUV,26573,1.2L,113BHP,Manual,Petrol,Nissan
1436, Fiat 500 1.2 Rock Star 3dr     ,10990,2019,Hatchback,10,1.2L,70PS,Manual,Petrol,Fiat
1437, Vauxhall Corsa LIMITED EDITION ECOFLEX 1.4 3dr     ,8495,2017,Hatchback,21071,1.4L,75PS,Manual,Petrol,Vauxhall
1438, Vauxhall Mokka EXCLUSIV S/S 1.6 5dr     ,8495,2015,Hatchback,25553,1.6L,113BHP,Manual,Petrol,Vauxhall
1439, Vauxhall Corsa SRI ECOFLEX S/S 1.4 5dr     ,8495,2017,Hatchback,36365,1.4L,100PS,Manual,Petrol,Vauxhall
1440, Vauxhall Corsa ENERGY AC S/S 1.4 3dr     ,8995,2018,Hatchback,11713,1.4L,100PS,Manual,Petrol,Vauxhall
1441, Vauxhall Viva SL 1.0 5dr     ,8995,2019,Hatchback,3366,1.0L,73PS,Manual,Petrol,Vauxhall
1442, Vauxhall Astra SRI 1.4 5dr     ,9495,2016,Hatchback,46868,1.4L,100PS,Manual,Petrol,Vauxhall
1443, Suzuki Ignis 1.2 Dualjet SZ-T 5dr     ,9795,2018,Hatchback,4292,1.2L,90PS,Manual,Petrol,Suzuki
1444, Vauxhall Corsa DESIGN 1.4 5dr     ,9995,2019,Hatchback,15402,1.4L,90PS,Manual,Petrol,Vauxhall
1445, Peugeot 108 1.0 Allure 2 Tronic 5dr     ,9995,2018,Hatchback,1950,1.0L,68PS,Automatic,Petrol,Peugeot
1446, Vauxhall Astra TECH LINE 1.4 5dr     ,9995,2017,Hatchback,39826,1.4L,125PS,Manual,Petrol,Vauxhall
1447, Volvo XC60 2.4 D5 SE Lux Nav AWD (s/s) 5dr     ,16995,2016,SUV,30300,2.4L,220BHP,Manual,Diesel,Volvo
1448, Volvo V70 2.5 R 5dr     ,6500,2003,Estate,65000,2.5L,300BHP,Manual,Petrol,Volvo
1449, Volkswagen Take Up 3dr 1.0     ,4500,2013,Hatchback,42466,1.0L,59BHP,Manual,Petrol,Volkswagen
1450, Renault Twingo ICONIC SCE S/S 1.0 5dr     ,5795,2016,Hatchback,49522,1.0L,70PS,Manual,Petrol,Renault
1451, Dacia Duster LAUREATE DCI 4WD 1.5 5dr     ,5995,2013,SUV,59883,1.5L,109PS,Manual,Diesel,Dacia
1452, SEAT Ibiza Toca 5dr 1.4     ,6250,2015,Hatchback,30863,1.4L,84BHP,Manual,Petrol,SEAT
